"gross","budget","numGenres","imdbScore","numCriticReviews","numMovieFacebookLikes","castMovieLikes","numFacesInPoster","directorFacebookLikes","contentRating","duration","titleYear"
6,41,3,8,3,1,8,2,1,1,6,6
6,51,1,10,3,1,9,3,6,1,7,7
8,63,1,5,3,1,9,2,18,1,6,8
5,64,3,8,3,1,5,1,13,1,8,7
7,71,3,8,3,8,6,3,13,3,6,7
13,86,3,9,3,1,8,1,1,2,6,6
7,92,4,9,3,1,9,1,3,3,5,7
12,95,4,7,3,7,11,7,15,3,6,7
4,17,2,8,3,1,7,2,3,1,6,7
6,52,3,9,3,1,8,2,11,1,7,7
6,68,1,9,3,1,9,5,6,1,8,7
6,68,3,5,3,1,3,3,11,2,5,8
8,72,4,6,3,1,3,6,3,2,6,7
9,75,1,8,3,1,3,2,12,1,7,7
12,78,3,9,3,1,10,6,19,2,7,7
12,86,4,9,3,7,9,1,20,1,9,6
3,11,2,5,3,1,7,4,4,1,5,7
7,47,3,7,3,8,3,8,6,2,6,8
5,48,3,10,3,7,11,1,1,1,7,6
6,50,2,8,3,7,4,7,15,1,6,7
12,51,3,9,3,1,3,2,10,1,6,7
5,53,2,8,3,1,8,2,20,1,6,7
5,62,3,4,3,1,10,6,1,1,6,7
6,68,1,6,3,1,3,1,3,1,6,7
6,72,4,10,3,7,5,1,18,2,8,7
6,72,4,10,3,7,5,1,18,2,8,7
7,74,6,9,3,8,9,2,4,3,6,7
13,74,3,10,3,7,3,1,18,2,9,6
6,75,2,10,3,1,3,1,1,1,12,6
12,79,5,6,3,1,3,1,4,3,6,7
9,80,6,8,3,1,8,1,18,2,8,6
6,82,3,3,3,7,3,1,17,2,6,7
8,85,1,2,3,1,10,3,18,3,6,7
5,12,4,9,3,3,3,2,6,1,6,7
14,14,4,12,3,7,3,2,13,4,13,1
11,41,1,8,3,8,3,1,10,1,6,7
7,60,3,8,3,3,10,3,10,2,6,7
12,64,3,10,3,1,12,2,13,3,7,7
5,70,4,7,3,1,9,4,10,2,6,7
6,70,1,9,3,7,9,3,9,2,7,7
7,74,3,10,3,8,3,2,28,1,8,6
6,82,1,6,3,7,8,3,6,1,7,7
8,88,2,9,3,8,9,4,18,2,9,7
8,91,3,6,3,1,10,2,12,2,7,7
6,11,2,7,3,1,3,1,4,1,5,4
4,23,2,9,3,1,3,1,19,1,6,7
6,34,1,7,3,7,9,2,3,1,6,8
5,41,1,10,3,1,3,1,4,1,8,7
6,43,2,9,3,8,9,1,6,2,7,7
5,64,4,7,3,1,8,2,6,1,6,7
6,64,4,3,3,1,8,2,13,2,6,7
6,68,2,4,3,1,3,1,1,2,6,7
5,72,5,7,3,1,10,1,1,1,11,7
6,73,4,9,3,1,4,2,1,1,7,6
8,88,3,7,3,1,3,6,20,2,6,7
6,1,2,3,3,1,2,1,3,1,4,8
4,11,2,8,3,1,4,1,1,1,6,7
5,16,2,6,3,1,2,4,19,10,6,4
7,16,1,9,3,1,3,1,4,2,4,8
6,25,3,10,3,1,3,2,13,1,7,7
6,31,3,7,3,8,4,1,3,2,6,8
9,45,1,9,3,1,5,5,8,2,6,7
6,58,2,9,3,7,4,2,19,1,6,7
7,64,3,8,3,7,3,2,6,3,6,7
5,70,4,7,3,7,8,3,13,2,6,8
5,70,4,7,3,7,8,3,13,2,6,8
5,70,4,7,3,7,8,3,13,2,6,8
13,79,3,10,3,6,9,1,22,3,9,5
11,90,4,10,3,7,8,3,1,3,10,6
12,93,5,8,3,1,3,1,13,4,6,7
4,7,3,8,3,1,2,4,18,6,6,7
6,8,3,3,3,4,2,1,3,1,6,3
5,24,2,9,3,1,9,2,3,2,6,7
7,32,2,6,3,1,5,1,4,1,6,7
5,39,3,8,3,6,11,5,13,1,6,7
6,41,5,2,3,3,2,1,4,1,6,7
5,52,2,9,3,7,9,2,6,2,6,7
5,58,3,4,3,1,3,3,1,1,6,7
5,58,3,4,3,1,3,3,1,1,6,7
7,68,5,9,3,1,3,1,13,3,7,7
8,77,4,8,3,4,6,1,21,3,6,6
6,5,1,8,3,1,4,1,18,1,6,3
4,16,2,9,3,1,7,6,13,1,7,7
13,31,1,12,3,9,12,3,21,1,8,6
5,33,3,9,3,6,8,1,1,1,6,7
6,35,2,8,3,1,5,8,1,1,6,7
6,41,1,5,3,1,3,1,3,1,6,7
6,49,2,7,3,8,3,5,3,1,6,7
5,63,4,9,3,1,5,1,3,1,6,7
8,70,3,6,3,1,9,2,8,2,6,7
9,70,3,8,3,7,2,7,4,2,8,7
7,75,3,6,3,1,8,5,19,2,7,7
6,78,3,7,3,1,3,2,1,2,6,7
6,78,3,7,3,3,3,1,8,2,6,7
13,96,5,6,3,3,3,1,3,4,4,7
2,1,2,2,3,1,3,1,18,1,6,7
5,9,3,3,3,1,3,1,4,1,6,3
6,19,4,12,3,9,9,5,1,1,6,5
5,24,2,12,3,9,4,3,16,1,6,6
2,35,3,7,3,1,10,2,4,1,6,7
6,64,5,9,3,1,3,1,3,4,1,7
6,82,7,11,3,1,8,2,20,3,6,7
6,86,3,9,3,1,3,2,10,2,10,7
13,95,4,7,3,1,3,3,19,2,6,7
5,15,3,9,3,7,3,2,4,1,6,7
4,17,5,9,3,7,8,2,6,1,7,7
5,25,3,9,3,8,3,4,3,2,6,7
5,31,3,6,3,1,3,4,19,1,6,7
9,47,2,7,3,1,4,2,13,2,6,7
7,52,4,10,3,1,3,2,19,1,4,7
5,76,2,9,3,1,8,1,27,1,7,7
12,84,5,7,3,1,3,2,9,3,6,7
6,93,4,5,3,9,4,2,3,2,7,8
6,93,4,5,3,9,4,2,3,2,7,8
6,25,2,7,3,1,3,4,3,1,6,7
6,35,3,9,3,1,3,1,16,1,6,7
6,68,3,7,3,1,4,6,1,2,6,7
7,68,5,8,3,1,3,2,13,1,6,7
6,76,2,6,3,1,7,4,3,1,6,7
13,83,3,8,3,1,8,6,18,2,7,7
14,86,6,9,3,1,3,1,13,3,7,7
6,49,3,9,3,7,9,3,1,1,6,6
6,53,3,7,3,1,3,2,13,2,6,7
6,64,3,9,3,7,3,1,13,2,9,7
7,74,3,7,3,3,2,3,8,2,7,7
13,95,6,8,3,8,9,1,3,3,6,8
13,95,6,8,3,8,9,1,3,3,6,8
13,95,6,8,3,8,9,1,3,3,6,8
6,6,2,7,3,1,2,1,3,1,6,3
6,29,4,8,3,1,3,3,3,2,6,7
5,51,3,9,3,1,3,1,1,1,7,7
6,51,2,9,3,1,3,1,19,1,8,3
6,51,2,9,3,1,3,1,19,1,8,3
14,64,5,12,3,1,9,2,19,4,3,5
6,66,4,8,3,1,3,1,11,2,7,7
5,68,4,6,3,1,3,2,6,1,6,7
12,78,1,6,3,1,7,6,1,2,7,7
8,80,6,6,3,1,8,4,11,3,6,7
8,86,3,8,3,1,10,5,6,1,6,7
13,86,4,9,3,1,9,2,3,3,4,7
8,95,5,8,3,7,9,1,3,3,6,7
6,95,6,8,3,1,8,2,3,2,6,7
5,43,2,5,3,1,3,3,3,1,6,7
6,45,1,6,3,1,3,1,13,1,6,7
5,51,4,7,3,1,3,2,13,1,6,7
6,60,3,5,3,1,3,2,4,3,6,7
5,60,3,7,3,1,8,2,4,1,6,7
5,66,2,7,3,1,3,1,3,1,6,7
8,72,2,8,3,1,3,1,6,1,6,7
7,74,3,5,3,3,3,1,17,1,7,7
9,78,4,6,3,1,8,5,6,2,6,7
7,80,3,9,3,1,9,2,18,2,10,7
9,86,4,4,3,1,9,1,12,2,7,7
7,92,3,6,3,1,7,2,6,2,6,7
14,95,4,8,3,7,10,1,1,2,10,6
13,96,5,8,3,1,3,1,4,3,6,7
4,7,2,9,3,1,7,4,4,1,6,8
14,17,3,8,3,6,3,4,4,3,6,7
5,29,1,10,3,1,9,1,1,1,5,7
5,29,1,10,3,1,9,1,1,1,5,7
6,37,1,7,3,7,3,1,4,1,6,7
6,60,2,8,3,1,3,8,4,2,6,7
7,65,5,9,3,1,4,1,4,2,7,7
6,72,2,8,3,1,9,4,4,2,8,7
6,74,3,10,3,7,8,3,19,1,7,7
6,95,3,5,3,1,3,5,18,2,7,7
5,5,3,10,3,1,3,3,2,1,6,7
5,43,5,1,3,9,8,2,13,2,6,7
5,43,5,1,3,9,8,2,13,2,6,7
5,57,2,4,3,1,5,1,4,2,6,7
7,58,4,8,3,7,7,1,6,3,6,7
12,75,2,9,3,1,7,1,1,1,8,7
12,76,5,9,3,1,8,1,19,3,12,2
9,80,3,8,3,1,9,2,27,2,8,7
12,85,5,8,3,7,3,1,3,3,6,7
7,90,3,5,3,1,8,2,1,2,6,7
6,35,3,9,4,1,10,2,10,1,6,7
7,58,2,8,4,9,3,1,11,2,6,7
7,70,3,6,4,7,8,9,6,2,6,7
7,78,2,4,4,1,8,3,24,2,6,7
6,87,4,7,4,1,5,2,6,2,7,7
8,92,4,5,4,1,4,1,3,3,6,7
4,1,2,8,4,5,3,3,11,1,6,7
12,50,2,10,4,1,3,1,25,3,8,2
13,55,2,9,4,1,4,2,12,1,6,6
7,62,3,7,4,1,4,3,11,3,6,7
6,68,2,8,4,1,3,2,6,1,7,7
7,74,2,6,4,3,14,2,3,2,6,7
8,76,2,9,4,1,9,6,1,1,10,7
8,82,4,10,4,7,9,3,25,1,10,7
13,82,2,8,4,1,8,2,8,2,7,7
5,15,3,9,4,9,3,1,1,1,6,4
6,35,2,6,4,1,9,2,1,2,6,7
6,41,3,7,4,1,3,3,10,1,6,7
7,78,4,8,4,1,10,1,6,2,7,7
13,94,5,6,4,9,3,4,8,3,6,7
4,6,3,12,4,8,10,1,27,1,6,4
6,7,3,9,4,1,3,2,16,2,6,7
13,41,3,9,4,8,8,3,25,3,6,4
7,70,2,8,4,7,11,1,13,2,7,7
9,70,2,7,4,7,8,3,13,1,6,8
6,76,2,10,4,1,9,6,13,1,6,7
9,78,2,7,4,1,4,6,19,2,6,7
11,80,1,9,4,1,7,3,18,1,6,7
13,82,4,8,4,6,8,2,13,2,6,7
6,17,1,10,4,1,3,4,1,1,6,7
10,53,3,13,4,9,8,1,25,1,12,4
7,58,2,10,4,1,8,4,19,2,7,7
9,69,2,8,4,6,9,3,13,1,6,7
6,71,3,1,4,1,3,1,8,2,7,7
6,76,3,7,4,1,7,1,18,2,5,7
8,87,4,6,4,5,4,1,1,1,7,7
7,93,3,9,4,1,8,2,1,1,11,7
5,25,2,9,4,1,4,1,20,1,6,7
5,51,2,8,4,8,8,2,6,1,6,8
6,58,3,7,4,1,4,2,10,1,7,7
6,58,3,7,4,1,4,2,10,1,7,7
7,60,2,7,4,1,3,1,13,1,6,7
8,64,2,7,4,1,3,2,11,2,7,7
5,69,3,10,4,8,3,3,19,2,6,6
7,70,3,9,4,1,9,1,3,3,6,7
6,81,4,6,4,6,8,2,20,1,8,7
12,89,3,9,4,1,8,1,19,2,9,7
11,90,3,8,4,1,10,2,6,2,8,7
14,90,5,9,4,1,8,1,15,2,6,6
5,91,3,6,4,7,9,5,4,2,6,7
14,95,3,7,4,1,4,1,22,3,6,7
5,7,3,7,4,1,8,6,4,1,6,7
12,41,1,12,4,8,9,1,1,1,7,7
9,80,4,5,4,7,4,6,11,3,7,7
12,81,3,8,4,1,8,1,4,2,7,7
8,82,5,6,4,1,8,1,8,2,7,7
6,35,2,8,4,1,3,1,3,2,6,8
2,41,3,7,4,1,9,1,13,1,6,7
2,63,2,11,4,10,10,1,19,2,7,7
7,68,1,7,4,1,9,1,11,1,6,8
8,68,4,12,4,7,9,3,13,1,9,6
12,74,3,8,4,7,8,3,4,2,6,8
14,83,3,8,4,1,3,1,25,2,8,6
7,43,5,4,4,1,8,2,20,2,6,7
7,43,5,4,4,1,8,2,20,2,6,7
5,60,4,8,4,7,9,1,20,2,7,8
7,63,3,8,4,1,11,2,1,1,6,7
5,73,5,3,4,1,8,2,4,2,4,7
6,79,2,6,4,1,7,1,5,2,6,7
12,85,6,6,4,1,10,4,7,3,6,7
8,86,3,5,4,1,5,2,13,3,6,7
6,6,2,10,4,3,4,2,13,1,9,7
6,17,2,8,4,7,8,2,4,1,6,7
5,29,2,10,4,6,8,3,1,1,6,6
13,86,1,7,4,7,10,5,18,2,6,7
14,94,5,8,4,5,12,3,15,3,6,7
5,19,1,3,4,8,11,8,1,1,6,7
5,23,3,9,4,8,3,4,4,1,6,8
6,51,2,8,4,1,5,2,3,1,6,7
7,53,2,9,4,10,3,4,19,3,7,7
5,58,4,9,4,8,3,2,1,2,6,4
7,64,4,7,4,1,9,1,4,1,6,7
6,68,3,4,4,7,2,2,18,2,6,7
6,74,3,6,4,1,10,2,10,1,6,7
13,78,3,9,4,7,4,1,8,3,7,7
13,86,7,9,4,1,3,1,18,3,5,7
8,91,4,6,4,1,3,1,20,1,7,7
13,92,2,6,4,1,9,8,10,2,6,7
4,5,2,9,4,1,3,2,4,1,6,7
6,10,3,12,4,7,2,3,1,5,7,1
5,38,2,10,4,1,3,3,13,2,6,7
8,45,4,9,4,6,10,4,6,3,6,7
6,49,3,7,4,1,3,3,3,2,6,7
6,53,1,9,4,1,7,6,1,1,6,7
8,60,1,9,4,1,15,6,18,2,6,7
5,64,3,6,4,1,9,2,3,2,6,7
8,70,3,10,4,7,11,1,1,1,10,4
14,84,4,9,4,1,3,1,4,3,5,7
8,90,3,6,4,1,4,1,1,3,7,7
12,91,5,6,4,1,8,1,19,2,6,7
8,94,5,6,4,7,8,4,13,2,7,8
5,31,2,8,4,1,3,6,13,1,4,7
5,51,4,9,4,1,3,5,1,2,7,7
7,17,2,3,4,8,5,1,3,2,6,7
6,31,3,7,4,7,8,1,6,2,6,7
13,33,3,9,4,7,3,1,18,3,6,3
5,53,1,8,4,1,7,8,20,1,6,7
4,66,3,7,4,3,3,3,1,1,6,7
12,75,3,6,4,1,7,2,18,2,6,7
8,90,3,7,4,9,7,1,11,3,6,7
12,95,1,2,4,1,3,4,19,2,7,6
7,51,3,7,4,1,3,1,3,2,6,7
8,62,3,8,4,8,3,1,19,2,7,7
6,64,2,6,4,1,5,4,8,1,6,7
8,72,2,9,4,1,3,2,5,1,6,6
7,95,4,4,4,1,3,2,3,3,5,7
6,95,3,6,4,8,9,5,18,2,8,8
6,16,4,9,4,1,7,3,18,1,6,7
6,31,3,4,4,7,2,2,3,2,6,8
2,37,2,10,4,7,8,1,3,1,7,7
6,43,4,11,4,9,9,1,1,3,6,4
12,49,4,12,4,9,8,1,19,1,9,4
8,73,3,9,4,1,8,1,28,1,7,7
7,80,6,7,4,1,9,1,20,1,7,7
7,82,2,5,4,1,9,3,22,2,7,7
15,84,3,9,4,7,8,1,20,2,10,6
13,92,5,8,4,1,8,1,1,2,8,7
13,96,4,7,4,5,11,3,15,3,6,7
5,29,1,3,4,1,3,1,3,1,6,7
7,45,3,9,4,1,3,1,13,2,5,8
14,68,2,10,4,7,3,1,25,2,8,4
15,72,5,12,4,8,6,1,4,4,2,5
12,75,2,6,4,6,11,9,1,2,7,7
6,77,4,7,4,3,2,7,1,2,7,7
13,78,4,12,4,9,9,1,1,1,12,7
13,88,2,10,4,1,8,5,1,2,7,7
11,97,3,6,4,5,14,1,18,3,6,7
13,69,3,8,4,7,11,3,19,2,6,7
13,69,3,8,4,7,11,3,19,2,6,7
13,69,3,8,4,7,11,3,19,2,6,7
7,81,3,10,4,1,5,2,18,1,8,7
12,88,3,8,4,1,8,3,18,1,7,7
5,33,2,9,4,1,9,1,19,1,7,7
7,86,5,9,4,7,4,2,1,3,6,7
14,90,5,9,4,1,3,1,13,3,6,7
6,94,3,6,4,1,3,1,13,3,7,7
6,94,3,6,4,1,3,1,13,3,7,7
4,97,4,8,4,7,8,1,1,4,6,7
4,1,1,9,4,1,2,2,13,1,4,7
6,31,3,5,4,7,3,1,3,1,6,8
8,76,3,7,4,7,3,2,8,3,6,7
2,78,4,7,4,8,9,1,13,2,7,7
8,31,2,7,4,1,4,1,13,1,6,7
4,35,2,9,4,1,3,1,13,1,6,7
5,43,5,8,4,3,8,1,14,1,6,7
6,47,3,6,4,1,3,2,7,1,5,7
6,51,4,9,4,1,10,5,19,1,6,7
5,58,3,6,4,6,7,2,4,1,6,7
6,70,2,6,4,1,3,1,10,1,6,7
6,77,3,8,4,1,8,1,19,2,7,7
10,82,2,9,4,1,10,2,18,2,6,7
8,84,5,8,4,1,9,1,4,3,6,7
12,95,4,10,4,1,8,2,19,1,10,7
5,31,4,9,4,3,4,1,6,1,6,7
6,35,3,8,4,1,3,3,3,2,6,8
5,36,2,7,4,1,4,2,4,1,5,7
8,51,5,8,4,1,6,2,4,2,6,7
12,51,2,8,4,1,4,1,4,2,6,7
12,51,2,8,4,1,4,1,4,2,6,7
8,70,2,7,4,7,3,3,19,2,6,7
12,79,2,7,4,1,8,3,3,2,6,7
13,82,3,6,4,7,8,1,19,2,8,7
14,87,2,8,4,1,9,2,18,2,6,7
14,90,5,11,4,1,9,3,19,4,4,7
12,92,4,9,4,1,3,2,11,3,6,7
14,95,5,7,4,1,5,1,1,2,12,7
5,25,3,7,4,1,11,6,19,1,6,7
5,47,3,8,4,1,8,3,4,1,6,7
6,48,3,8,4,7,7,4,1,2,6,7
5,51,1,10,4,1,7,1,1,1,7,7
7,58,3,13,4,8,9,4,27,1,10,4
6,67,4,8,4,6,3,2,4,1,9,7
7,93,3,9,4,1,3,1,20,1,8,6
12,94,4,9,4,6,9,2,20,1,9,7
5,1,3,9,4,1,1,3,18,3,6,7
2,1,5,9,4,1,4,4,3,5,6,7
6,68,3,7,4,1,11,2,22,1,6,7
7,71,3,8,4,1,3,1,4,2,6,7
13,77,4,10,4,5,5,1,9,3,6,7
13,92,5,9,4,1,8,1,18,3,8,7
6,69,4,5,4,7,9,1,3,2,7,8
13,75,3,11,4,7,11,1,25,2,9,7
14,79,3,7,4,1,3,3,13,2,6,7
12,96,4,7,4,1,6,1,6,3,6,7
5,25,2,9,4,1,3,1,3,1,6,7
5,39,2,9,4,1,8,1,1,1,7,7
7,47,3,9,4,7,3,3,8,1,6,7
11,57,2,7,4,1,3,6,1,1,7,6
6,64,5,4,4,1,3,1,4,2,6,7
6,68,3,7,4,1,4,2,4,1,6,7
7,70,2,8,4,1,11,2,16,2,6,7
6,17,3,7,4,7,3,1,8,1,6,7
6,43,1,7,4,1,10,1,19,1,4,7
6,57,4,8,4,7,8,2,11,1,6,7
6,64,3,6,4,1,3,3,13,2,6,7
7,71,2,7,4,7,10,7,6,1,7,7
7,78,4,7,4,1,4,1,20,2,7,7
12,80,2,10,4,1,3,1,20,1,7,4
12,80,2,10,4,1,3,1,20,1,7,4
8,90,6,9,4,7,9,6,16,2,8,8
12,95,5,9,4,7,5,3,6,3,6,7
5,9,3,10,4,8,2,2,13,1,6,7
5,41,2,9,4,1,5,1,13,1,7,7
6,45,3,8,4,6,6,2,21,1,8,7
5,66,4,7,4,7,3,1,18,1,7,7
15,67,4,12,4,7,8,1,4,3,8,3
6,76,4,8,4,8,4,2,7,2,7,7
6,82,5,7,4,1,8,3,3,3,6,7
5,31,4,9,4,1,9,1,1,2,7,7
6,35,3,7,4,1,15,1,8,1,6,7
7,41,3,7,4,9,4,1,8,2,6,8
14,49,3,12,4,9,3,1,1,3,7,3
6,78,5,7,4,1,11,3,6,1,6,7
7,79,5,9,4,1,3,1,21,1,7,7
9,85,5,9,4,1,12,4,19,1,10,7
8,90,3,8,4,1,3,1,8,3,6,7
11,90,2,6,4,1,8,1,18,2,7,7
13,91,4,7,4,1,3,1,19,2,6,7
12,94,2,8,4,1,9,1,1,2,7,7
5,58,3,9,4,1,9,1,1,2,7,7
6,58,2,13,4,11,8,1,1,1,9,5
14,67,4,8,4,1,11,2,13,2,6,7
8,78,3,6,4,1,4,2,17,1,6,7
12,95,4,6,4,1,8,2,13,2,6,7
7,77,2,6,4,8,9,9,1,2,7,7
12,91,3,10,4,7,4,1,1,1,10,7
5,51,1,10,4,1,3,1,19,2,8,7
6,70,1,5,4,1,3,3,6,1,6,7
11,72,5,6,4,1,9,1,4,3,6,7
13,76,2,11,4,9,7,1,13,2,7,7
8,89,3,11,4,1,3,1,22,2,10,7
5,23,1,7,4,1,3,1,1,1,6,7
5,41,1,10,4,1,10,1,1,1,6,7
8,76,2,10,4,8,8,2,13,2,7,7
8,85,4,6,4,1,4,4,5,2,6,7
6,90,3,7,4,8,8,1,4,2,6,8
14,91,4,7,4,1,8,6,16,2,8,7
6,17,2,9,4,7,2,1,8,1,6,8
12,31,3,7,4,6,7,1,8,2,6,7
6,53,4,8,4,7,11,2,4,1,6,7
7,69,3,6,4,1,8,3,1,1,6,7
8,70,3,9,4,1,10,2,19,1,9,7
12,92,4,8,4,8,8,3,9,3,6,7
7,65,2,7,4,9,11,5,1,1,6,8
8,68,2,9,4,1,4,2,1,2,6,7
7,74,4,10,4,9,4,1,1,1,10,8
12,86,2,8,4,8,8,2,18,2,7,7
6,9,3,10,4,1,3,4,1,1,6,7
5,33,4,3,4,1,3,2,6,1,5,7
13,77,2,12,4,9,3,1,22,2,8,7
6,86,3,6,4,1,2,5,18,2,7,7
15,96,6,9,4,1,3,2,10,3,6,7
5,1,2,8,4,7,10,2,6,2,6,7
6,31,4,10,4,7,8,7,1,1,8,7
8,74,5,9,4,1,3,2,18,1,6,7
6,76,3,8,4,1,7,1,6,2,6,7
14,92,5,8,4,1,13,1,20,3,6,7
6,35,2,9,4,1,11,1,13,1,6,7
7,70,3,6,4,1,9,2,19,1,6,7
9,72,3,10,4,8,8,2,1,2,6,7
7,93,4,8,4,1,9,1,13,2,8,7
4,4,1,9,4,1,10,3,4,1,6,7
12,19,2,13,4,9,10,2,1,1,11,2
5,41,1,6,4,9,3,4,20,1,6,7
4,43,2,8,4,1,3,2,1,1,7,7
6,68,2,7,4,6,3,1,16,1,7,7
6,68,3,9,4,1,11,2,13,1,7,7
6,68,3,9,4,1,11,2,13,1,7,7
12,68,3,9,4,1,9,1,8,2,6,7
6,73,3,6,4,8,11,4,18,1,6,7
14,83,3,8,4,1,3,1,1,2,6,7
12,91,4,9,4,9,2,1,4,4,6,8
6,95,3,6,4,8,10,3,13,2,6,7
13,95,7,7,4,5,8,3,15,2,6,7
8,70,3,10,4,1,5,1,13,2,11,7
7,75,3,10,4,7,3,2,22,2,8,7
6,81,3,11,4,1,9,2,1,1,11,7
8,86,4,8,4,1,9,2,19,1,8,7
8,31,2,7,4,1,3,1,13,1,7,7
5,51,4,8,4,1,2,4,16,2,6,7
5,64,3,8,4,1,3,9,1,1,7,7
7,74,3,8,4,1,3,1,28,1,10,4
14,93,2,12,4,7,3,1,1,1,10,4
13,95,5,9,4,8,10,1,3,3,6,8
5,10,2,11,4,7,2,1,1,1,4,7
6,31,3,9,4,3,8,7,19,2,6,7
7,55,2,8,4,1,3,2,8,1,6,7
6,62,3,7,4,7,3,1,19,2,7,7
6,68,4,5,4,7,3,1,19,2,6,7
6,70,2,8,4,7,10,2,11,2,7,7
7,70,4,3,4,1,4,1,4,1,6,7
7,78,4,7,4,1,7,1,16,2,7,7
14,95,4,9,4,8,3,1,4,3,6,7
6,5,2,9,4,6,4,1,1,1,6,3
6,5,2,9,4,6,4,1,1,1,6,3
6,60,2,9,4,7,10,3,1,1,6,7
6,70,3,8,4,1,2,1,6,2,6,7
9,70,2,6,4,1,2,5,1,1,7,7
6,78,4,7,4,9,7,4,11,2,8,7
15,78,5,11,4,1,2,2,10,3,6,7
6,92,5,2,4,1,3,1,4,2,5,7
6,10,4,11,4,7,3,4,13,7,6,1
6,58,5,8,4,1,8,2,4,2,6,7
8,72,3,9,4,8,10,4,4,3,6,7
8,78,2,6,4,8,9,2,20,2,9,7
12,78,3,11,4,8,4,2,20,3,6,6
5,51,4,7,4,1,10,4,18,1,7,8
5,53,3,9,4,6,7,3,18,2,6,7
6,55,2,9,4,6,8,1,13,1,7,7
7,58,3,9,4,9,8,2,4,2,7,8
12,64,2,9,4,9,9,1,4,2,6,7
8,69,4,9,4,7,2,2,13,2,6,7
1,4,3,8,4,1,3,2,6,1,6,7
12,25,2,13,4,9,8,2,27,1,11,5
15,32,2,11,4,9,3,1,25,3,7,3
8,70,2,9,4,1,10,3,4,1,6,7
6,75,2,8,4,7,10,3,8,1,7,7
11,86,3,8,4,1,5,4,13,2,7,7
5,19,4,9,4,8,11,2,6,2,6,7
8,35,5,8,4,7,2,1,3,1,6,7
7,37,2,9,4,1,3,1,19,1,4,7
11,67,4,12,4,9,9,1,28,1,8,5
9,70,3,10,4,9,8,1,18,2,8,7
8,74,3,10,4,8,9,1,19,1,7,7
2,21,3,9,4,1,8,1,4,1,6,7
7,41,3,10,4,7,4,2,19,1,6,4
5,45,3,9,4,6,3,3,1,1,6,7
5,47,1,9,4,1,11,2,20,2,7,7
6,60,2,9,4,7,11,1,18,1,6,7
6,60,2,9,4,7,11,1,18,1,6,7
12,60,2,9,4,1,7,2,1,1,8,7
5,64,4,8,4,1,4,3,9,1,7,7
8,64,2,9,4,1,3,2,20,1,7,7
5,41,2,9,4,7,3,2,24,2,6,7
6,64,3,7,4,1,8,1,26,2,6,7
9,68,1,6,4,10,8,2,12,2,6,7
8,77,5,8,4,9,5,5,3,3,6,8
8,77,5,8,4,9,5,5,3,3,6,8
8,97,3,8,4,9,13,2,4,3,7,8
6,97,4,7,4,9,9,3,6,2,8,7
6,64,3,8,4,8,10,1,19,1,7,7
7,78,5,9,4,7,3,4,3,3,6,7
14,82,3,12,4,8,11,3,25,1,11,6
12,84,6,8,4,1,3,8,13,3,7,7
14,97,6,8,4,1,3,3,3,3,6,7
7,2,1,9,4,1,4,1,11,3,6,7
5,9,3,9,4,7,7,2,6,1,6,7
6,17,3,4,4,7,3,1,6,1,6,7
6,41,1,4,4,5,3,1,1,1,7,7
6,41,1,4,4,5,3,1,1,1,7,7
8,49,4,7,4,1,14,1,3,1,6,7
7,52,2,10,4,1,8,2,1,1,6,7
12,97,1,9,4,1,9,3,18,1,12,7
4,31,3,9,4,8,9,2,4,1,6,7
6,31,3,3,4,7,4,1,4,2,6,7
5,37,3,10,4,7,4,1,1,1,6,4
5,41,2,9,4,10,9,1,11,2,6,7
13,63,2,8,4,9,8,7,1,2,7,8
8,70,1,5,4,1,15,1,13,1,4,7
14,90,3,10,4,8,8,2,1,2,10,7
9,92,3,3,4,1,4,5,13,1,10,7
8,40,3,6,4,9,11,4,3,1,7,8
6,52,3,9,4,1,4,5,13,1,7,7
8,62,2,8,4,9,10,3,18,2,6,7
5,64,4,8,4,1,10,1,1,2,10,7
12,88,6,9,4,1,3,3,4,3,6,7
5,23,3,7,4,1,3,3,13,1,6,7
8,32,2,10,4,7,4,1,19,3,7,3
8,32,2,10,4,7,4,1,19,3,7,3
5,41,3,10,4,1,9,3,22,1,6,7
8,45,3,9,4,9,8,5,4,2,7,7
15,47,4,13,4,8,8,1,21,3,8,3
4,53,3,7,4,1,9,1,24,1,6,7
13,72,3,9,4,1,3,1,18,2,7,7
12,73,3,10,4,1,3,1,1,1,12,7
6,78,4,4,4,5,9,2,19,2,6,7
7,84,3,7,4,1,3,1,1,1,7,6
7,60,2,8,4,1,3,1,1,2,5,7
4,62,3,7,4,7,10,2,19,1,8,7
6,66,2,8,4,7,7,2,19,1,6,7
5,68,4,7,4,8,10,1,13,1,7,7
6,69,1,11,4,7,3,2,1,1,12,7
5,70,5,6,4,1,3,1,14,1,7,8
13,70,3,8,4,7,9,2,11,2,6,7
8,75,4,8,4,1,8,2,1,1,7,7
7,5,1,3,4,7,3,1,3,1,4,7
2,7,2,7,4,8,3,1,8,1,6,7
3,37,3,7,4,1,3,1,14,1,6,7
5,62,3,6,4,10,4,1,4,2,6,8
8,67,3,7,4,1,3,2,20,1,6,7
6,78,5,6,4,8,3,1,13,2,5,7
13,95,4,9,4,1,8,2,18,2,7,7
12,96,5,9,4,1,9,1,7,3,6,7
4,33,4,7,4,1,8,3,19,1,6,7
